Location Name,District,Governorate,Latitude,Longitude,Population,Economic,Social,Number of Families,Date,Origin
Majediay,Al-Hamdaniya,Ninewa,36.192744,43.559347,0.37,0,22.6,1,15-Aug-17,Ninewa
Al-Adla Village,Al-Hamdaniya,Ninewa,36.0251,43.4044,0.369,0,9.7,248,15-Aug-17,Ninewa
Ibrahim Alkhalil Village,Al-Hamdaniya,Ninewa,36.0335,43.4355,0.367,0,29.1,188,15-Aug-17,Ninewa
Kubaiba village,Al-Hamdaniya,Ninewa,36.013194,43.377346,0.364,0,29.1,216,15-Aug-17,Ninewa
Sayyid Hamad village,Al-Hamdaniya,Ninewa,36.051336,43.331094,0.355,0.088,22.6,200,15-Aug-17,Ninewa
Omar Kan Village,Al-Hamdaniya,Ninewa,36.193099,43.341919,0.35,0.218,26.4,130,15-Aug-17,Ninewa
Kharabat sultan village,Al-Hamdaniya,Ninewa,36.214646,43.44986,0.347,0,10.5,18,15-Aug-17,Ninewa
Qarqashah Village,Al-Hamdaniya,Ninewa,36.190206,43.472752,0.342,0.119,34.3,2,15-Aug-17,Ninewa
Qretakh Village,Al-Hamdaniya,Ninewa,36.169773,43.482877,0.338,0,10.5,2,15-Aug-17,Ninewa
Jlewkhan village,Al-Hamdaniya,Ninewa,36.288059,43.24271,0.33,0,29.1,261,15-Aug-17,Ninewa
khwetlah Village,Al-Hamdaniya,Ninewa,36.323175,43.241057,0.323,0,9.7,90,15-Aug-17,Ninewa
Alak Village,Al-Hamdaniya,Ninewa,36.2993,43.263062,0.322,0.208,25.7,40,15-Aug-17,Ninewa
Ali Rash Village,Al-Hamdaniya,Ninewa,36.2873,43.2946,0.308,0,13.6,73,15-Aug-17,Ninewa
Shiek Ameer Village,Al-Hamdaniya,Ninewa,36.318867,43.472699,0.301,0,10.6,2,15-Aug-17,Ninewa
Bartalla center,Al-Hamdaniya,Ninewa,36.353862,43.37859,0.292,0,13.3,4,15-Aug-17,Ninewa
Zahrar Khatoun Village,Al-Hamdaniya,Ninewa,36.269096,43.50415,0.288,0,9.7,11,15-Aug-17,Ninewa
Shamsiat Village,Al-Hamdaniya,Ninewa,36.2576,43.1934,0.285,0,29.6,4,15-Aug-17,Ninewa
Al Samaqiyah,Mosul,Ninewa,36.465271,43.250424,0.275,0.058,12,135,15-Aug-17,Ninewa
Al-Bareed,Mosul,Ninewa,36.387934,43.178249,0.269,0.29,23.6,2,15-Aug-17,Ninewa
Al-Karamah,Mosul,Ninewa,36.34375007,43.21384116,0.263,0,10.6,191,15-Aug-17,Ninewa
Al-Qahira,Mosul,Ninewa,36.3963,43.1926,0.263,0,10.5,20,15-Aug-17,Ninewa
Bashiqa center,Mosul,Ninewa,36.453094,43.348266,0.254,0.048,23.6,150,15-Aug-17,Ninewa
Hay Al Arabi,Mosul,Ninewa,36.4029,43.1216,0.25,0.233,37.8,5,15-Aug-17,Ninewa
Hay Al Samah,Mosul,Ninewa,36.363736,43.218419,0.247,0.345,27.3,188,15-Aug-17,Ninewa
HAY-SUMMER,Mosul,Ninewa,36.3215,43.126,0.242,0.151,12.1,172,15-Aug-17,Ninewa
Janjy,Mosul,Ninewa,36.48800582,43.23479987,0.242,0.053,18.1,26,15-Aug-17,Ninewa
Mosul,Mosul,Ninewa,36.340054,43.130055,0.226,0,12,356,15-Aug-17,Ninewa
Omar Qabji,Mosul,Ninewa,36.47754519,43.27372041,0.216,0,10.6,755,15-Aug-17,Ninewa
Orta akrab Village,Mosul,Ninewa,36.422829,43.232276,0.205,0,9.7,192,15-Aug-17,Ninewa
Qara Tabba Village,Mosul,Ninewa,36.403926,43.282671,0.194,0,30,63,15-Aug-17,Ninewa
Drawesh Village,Mosul,Ninewa,36.424001,43.299146,0.19,0.203,26.4,246,15-Aug-17,Ninewa
Baybokht,Mosul,Ninewa,36.461762,43.217937,0.188,0.282,12.1,120,15-Aug-17,Ninewa
Tilyarah Village,Mosul,Ninewa,36.4462,43.2541,0.187,0,18.1,41,15-Aug-17,Ninewa
Tes Kharab Kabeer Village,Mosul,Ninewa,36.40884,43.380549,0.176,0.073,25.5,117,15-Aug-17,Ninewa
Tes Kharab Sagher Village,Mosul,Ninewa,36.399686,43.379949,0.175,0.048,23.6,15,15-Aug-17,Ninewa
Tobzawa Village,Mosul,Ninewa,36.3861,43.3522,0.174,0.282,12.1,290,15-Aug-17,Ninewa
Hamam Alaleel Center,Mosul,Ninewa,36.1671,43.2579,0.161,0,10.6,55,15-Aug-17,Ninewa
Al-Qayyarah Center,Mosul,Ninewa,35.7976,43.2932,0.154,0,29.3,200,15-Aug-17,Ninewa
Nabi Younis,Mosul,Ninewa,36.346417,43.164434,0.138,0,12,187,15-Aug-17,Ninewa
Shura Center,Mosul,Ninewa,35.992576,43.220659,0.129,0,13.3,1850,15-Aug-17,Ninewa
Aski Mosul Village ,Mosul,Ninewa,36.5132,42.7368,0.126,0.145,28.2,20,15-Aug-17,Ninewa
Bazwaya,Mosul,Ninewa,36.368735,43.294915,0.112,0,30,24,15-Aug-17,Ninewa
Al Haj Ali,Mosul,Ninewa,35.738433,43.313799,0.097,0,12,300,15-Aug-17,Ninewa
Al-Hood Village,Mosul,Ninewa,35.85227706,43.29696134,0.084,0,10.6,90,15-Aug-17,Ninewa
Shwerat Village,Mosul,Ninewa,35.9352,43.2701,0.065,0.282,12.1,150,15-Aug-17,Ninewa
Tlul Nasir Village,Mosul,Ninewa,35.943519,43.318931,0.062,0.146,28.2,4985,15-Aug-17,Ninewa
Al-Zawya Village,Mosul,Ninewa,35.878513,43.342401,0.045,0.186,16.4,60,15-Aug-17,Ninewa
Arfela Village,Mosul,Ninewa,35.9086,43.31803,0.038,0,29.6,157,15-Aug-17,Ninewa
Derig,Mosul,Ninewa,36.491096,43.215801,0.03,0,12,84,15-Aug-17,Ninewa
AL-Maghfera Village,Mosul,Ninewa,36.46963,43.22626,0.021,0,16.4,12,15-Aug-17,Ninewa
Kokjali,Mosul,Ninewa,36.36460653,43.25345165,0.138,0,12,750,15-Aug-17,Ninewa
Abo Jarboaa,Mosul,Ninewa,36.412,43.3175,0.129,0,13.3,542,15-Aug-17,Ninewa
AL Jawana,Mosul,Ninewa,35.772404,43.284631,0.126,0.145,28.2,28,15-Aug-17,Ninewa
Hadhrat Al-Fadhil village,Mosul,Ninewa,35.94567007,43.32169827,0.112,0,30,260,15-Aug-17,Ninewa
Naanaah village,Mosul,Ninewa,36.00350945,43.28996225,0.097,0,12,250,15-Aug-17,Ninewa
Khorsibat Village,Mosul,Ninewa,36.50967,43.22379,0.084,0,10.6,458,15-Aug-17,Ninewa
knetrah Village,Mosul,Ninewa,36.23839,43.17816,0.065,0.282,12.1,290,15-Aug-17,Ninewa
Al-Jamasah Village,Mosul,Ninewa,36.23062,43.19082,0.461,0,29.6,40,15-Aug-17,Ninewa
Al-Salahiya Village,Mosul,Ninewa,36.15212,43.25387,0.448,0,23.5,650,15-Aug-17,Ninewa
Al-Areej Village,Mosul,Ninewa,36.18913,43.20694,0.442,0.134,25.5,3000,15-Aug-17,Ninewa
Al-Nawaran,Mosul,Ninewa,36.53854,43.23736,0.468,0.339,23.6,48,15-Aug-17,Ninewa
Saf al-tut Village,Mosul,Ninewa,36.04453,43.30977,0.462,0.184,29.3,147,15-Aug-17,Ninewa
Lazakah Village,Mosul,Ninewa,36.21133,43.21302,0.16,23.6,10,130,15-Aug-17,Ninewa
Al-Qahira Village,Mosul,Ninewa,36.131766,43.206007,0.096,18.1,25,20,15-Aug-17,Ninewa
Teba-Village,Mosul,Ninewa,36.147499,43.221722,0.119,34.3,60,84,15-Aug-17,Ninewa
Al-Kharrar Village,Mosul,Ninewa,36.12271,43.19044,0.194,34.3,39,101,15-Aug-17,Ninewa
Tal-Alshaeer Village,Mosul,Ninewa,36.169798,43.213689,0,12.1,50,50,15-Aug-17,Ninewa
Albu jwari Village,Mosul,Ninewa,36.22588,43.19908,0.102,24,10,20,15-Aug-17,Ninewa
Al-Tebat Village,Mosul,Ninewa,36.245513,43.151176,0.301,34.3,64,18,15-Aug-17,Ninewa
Sayyid Hamed Village,Mosul,Ninewa,36.24475,43.14944,0.301,34.3,32,15,15-Aug-17,Ninewa
Qabr Al-abid Village,Mosul,Ninewa,36.18298,43.23273,0.208,25.7,40,2550,15-Aug-17,Ninewa
Seewiya Village,Mosul,Ninewa,35.90392,43.21853,0.468,0.339,23.6,30,15-Aug-17,Ninewa
Qabr bin Naif Village,Mosul,Ninewa,35.90076,43.07459,0.462,0.184,29.3,90,15-Aug-17,Ninewa
Barema Village,Mosul,Ninewa,36.53353,43.22818,0.16,23.6,10,220,15-Aug-17,Ninewa
Bahzani,Mosul,Ninewa,36.457312,43.339418,0.096,18.1,25,268,15-Aug-17,Ninewa
Al-zakrotiyah Village,Mosul,Ninewa,36.252636,43.176934,0.119,34.3,60,22,15-Aug-17,Ninewa
Abyath Al-kafor Village,Mosul,Ninewa,36.2248,43.16067,0.285,0,29.6,75,15-Aug-17,Ninewa
Khana sor,Sinjar,Ninewa,36.46575215,41.62761039,0.275,0.058,12,10,15-Aug-17,Ninewa
Sinuni center,Sinjar,Ninewa,36.46622276,41.71169194,0.269,0.29,23.6,20,15-Aug-17,Ninewa
Dokri,Sinjar,Ninewa,36.46100151,41.73854204,0.263,0,10.6,8,15-Aug-17,Ninewa
Guhbal and shorka,Sinjar,Ninewa,36.51429451,41.96182108,0.263,0,10.5,40,15-Aug-17,Ninewa
Kolka,Sinjar,Ninewa,36.36955837,41.72378561,0.119,34.3,60,1,15-Aug-17,Ninewa
Quwasi,Sinjar,Ninewa,36.44084627,41.76676879,0.285,0,29.6,7,15-Aug-17,Ninewa
Osiva,Sinjar,Ninewa,36.41714676,41.88377315,0.275,0.058,12,4,15-Aug-17,Ninewa
Adika,Sinjar,Ninewa,36.44268049,41.75859475,0.269,0.29,23.6,18,15-Aug-17,Ninewa
Bakera ,Sinjar,Ninewa,36.41675411,41.91328288,0.263,0,10.6,14,15-Aug-17,Ninewa
Zorava and zirwa,Sinjar,Ninewa,36.47124224,42.01619548,0.292,0,13.3,35,15-Aug-17,Ninewa
Hay barbaroj,Sinjar,Ninewa,36.33298,41.8568,0.288,0,9.7,11,15-Aug-17,Ninewa
Hay Yarmok,Sinjar,Ninewa,36.32182696,41.87468042,0.285,0,29.6,37,15-Aug-17,Ninewa
Rozh Halat,Sinjar,Ninewa,36.31611,41.88191,0.275,0.058,12,7,15-Aug-17,Ninewa
Solagh,Sinjar,Ninewa,36.33243,41.89687,0.483,0.146,22.2,20,15-Aug-17,Ninewa
Hay Al Muthana,Telafar,Ninewa,36.3871,42.4609,0.483,0.192,25.7,10,15-Aug-17,Ninewa
Hay Al Uroba,Telafar,Ninewa,36.3826,42.4651,0.478,0,23.5,20,15-Aug-17,Ninewa
Kahreez,Telafar,Ninewa,36.56387553,42.57253957,0.477,0.068,29.9,50,15-Aug-17,Ninewa
Kharab Alteben,Telafar,Ninewa,36.746687,42.469678,0.477,0.271,34.3,20,15-Aug-17,Ninewa
Qasabat Zummar,Telafar,Ninewa,36.65337274,42.5964763,0.474,0.203,26.4,52,15-Aug-17,Ninewa
Telafar-Al Noor,Telafar,Ninewa,36.3734,42.4651,0.47,0.216,29.2,53,15-Aug-17,Ninewa
Abtakh,Telafar,Ninewa,36.519699,42.085088,0.468,0.339,23.6,100,15-Aug-17,Ninewa
Al Qahera Village,Telafar,Ninewa,36.908096,42.208337,0.462,0.184,29.3,10,15-Aug-17,Ninewa
Gilbarat Village,Telafar,Ninewa,36.82788825,42.13476576,0.461,0,29.6,15,15-Aug-17,Ninewa
Hay Al Askari,Telafar,Ninewa,36.80290101,42.09740081,0.448,0,23.5,1210,15-Aug-17,Ninewa
Hay Al Arbaeen,Telafar,Ninewa,36.80591558,42.08635511,0.442,0.134,25.5,154,15-Aug-17,Ninewa
Hay Alasreya,Telafar,Ninewa,36.80402344,42.08692694,0.441,0,10.5,580,15-Aug-17,Ninewa
Hay althahabe,Telafar,Ninewa,36.80167961,42.0950682,0.435,0.203,26.4,217,15-Aug-17,Ninewa
Hay Al laban,Telafar,Ninewa,36.80879864,42.09110865,0.435,0.047,32,525,15-Aug-17,Ninewa
Hay Al-Mualemen,Telafar,Ninewa,36.3672,42.4321,0.422,0,29.9,25,15-Aug-17,Ninewa
Hay Al Qadisya,Telafar,Ninewa,36.80791098,42.08269775,0.422,0.233,37.8,450,15-Aug-17,Ninewa
Hay Al Salam,Telafar,Ninewa,36.3886,42.464,0.413,0,13.6,16,15-Aug-17,Ninewa
Hay Al Sikak,Telafar,Ninewa,36.79928814,42.09502276,0.396,0.058,12,160,15-Aug-17,Ninewa
Karash village 1,Telafar,Ninewa,36.546283,42.48688829,0.393,0,24,1,15-Aug-17,Ninewa
Karash village 3,Telafar,Ninewa,36.548579,42.46398,0.392,0.107,34.3,5,15-Aug-17,Ninewa
Gul Mohamed village,Telafar,Ninewa,36.545873,42.445434,0.387,0,29.1,5,15-Aug-17,Ninewa
Mashraf,Telafar,Ninewa,36.81314919,42.26330483,0.381,0,41.9,71,15-Aug-17,Ninewa
Msherfa Village,Telafar,Ninewa,36.76218505,42.06476042,0.371,0.053,18.1,344,15-Aug-17,Ninewa
Qasr Sarij,Telafar,Ninewa,36.55342282,42.51201842,0.37,0,22.6,60,15-Aug-17,Ninewa
Tal Ismair,Telafar,Ninewa,36.75136126,42.17268614,0.369,0,9.7,420,15-Aug-17,Ninewa
Tal mutlak,Telafar,Ninewa,36.859019,42.221042,0.367,0,29.1,150,15-Aug-17,Ninewa
Domez complex,Telafar,Ninewa,36.70944532,42.61870804,0.364,0,29.1,90,15-Aug-17,Ninewa
Tal alhuaa,Telafar,Ninewa,36.74845109,42.30442092,0.355,0.088,22.6,450,15-Aug-17,Ninewa
abu khushub,Telafar,Ninewa,36.739934,42.124847,0.35,0.218,26.4,334,15-Aug-17,Ninewa
Tel shor,Telafar,Ninewa,36.49949129,42.14180719,0.347,0,10.5,110,15-Aug-17,Ninewa
jadida,Telafar,Ninewa,36.55067497,42.06920852,0.342,0.119,34.3,72,15-Aug-17,Ninewa
Hokna,Telafar,Ninewa,36.56320404,42.55695594,0.338,0,10.5,10,15-Aug-17,Ninewa
Abu Hajira vilage,Telafar,Ninewa,36.76480105,42.20876496,0.33,0,29.1,212,15-Aug-17,Ninewa
Tal Hial vilage,Telafar,Ninewa,36.79108236,42.17468886,0.323,0,9.7,282,15-Aug-17,Ninewa
Tal Talab vilage,Telafar,Ninewa,36.7463545,42.19946533,0.322,0.208,25.7,106,15-Aug-17,Ninewa
Biir eakla vilage,Telafar,Ninewa,36.79399705,42.21445556,0.308,0,13.6,78,15-Aug-17,Ninewa
Tal wardan vilage,Telafar,Ninewa,36.71669083,42.35230019,0.301,0,10.6,152,15-Aug-17,Ninewa
Albawtha vilage,Telafar,Ninewa,36.72818889,42.2584518,0.292,0,13.3,200,15-Aug-17,Ninewa
Salihiat alrawia vilage,Telafar,Ninewa,36.74229473,42.08424568,0.288,0,9.7,32,15-Aug-17,Ninewa
Karsur vilage,Telafar,Ninewa,36.729982,42.389882,0.285,0,29.6,394,15-Aug-17,Ninewa
Ewaynat vilage,Telafar,Ninewa,36.6798312,42.39306121,0.275,0.058,12,1301,15-Aug-17,Ninewa
Hdeimh,Telafar,Ninewa,36.53548417,42.70474552,0.269,0.29,23.6,25,15-Aug-17,Ninewa
Al Qawsiyat,Tilkaif,Ninewa,36.446542,43.102503,0.263,0,10.6,130,15-Aug-17,Ninewa
Baawiza,Tilkaif,Ninewa,36.430375,43.157959,0.263,0,10.5,860,15-Aug-17,Ninewa
Tal Adas,Tilkaif,Ninewa,36.61065095,42.98327307,0.254,0.048,23.6,96,15-Aug-17,Ninewa
Tallsquf,Tilkaif,Ninewa,36.599923,43.106866,0.25,0.233,37.8,270,15-Aug-17,Ninewa
Mosul Dam,Tilkaif,Ninewa,36.61367927,42.83751309,0.247,0.345,27.3,690,15-Aug-17,Ninewa
Derston,Tilkaif,Ninewa,36.67897676,43.0128095,0.242,0.151,12.1,250,15-Aug-17,Ninewa
Tilkaif Center,Tilkaif,Ninewa,36.48966,43.119173,0.242,0.053,18.1,279,15-Aug-17,Ninewa
Badria,Tilkaif,Ninewa,36.543928,43.024114,0.226,0,12,103,15-Aug-17,Ninewa
Baqofa,Tilkaif,Ninewa,36.588197,43.130384,0.216,0,10.6,40,15-Aug-17,Ninewa
Sada Area,Tilkaif,Ninewa,36.42145,43.16058,0.205,0,9.7,250,15-Aug-17,Ninewa
Shwedij Village,Tilkaif,Ninewa,36.57607,43.18489,0.194,0,30,65,15-Aug-17,Ninewa
chaqlow Village,Tilkaif,Ninewa,36.576874,43.174235,0.19,0.203,26.4,11,15-Aug-17,Ninewa
Al-Hewaish area,Samarra,Salah al-Din,34.20202116,43.81176347,0.188,0.282,12.1,34,15-Aug-17,Ninewa
Hay Al Asry Al Jadid-404,Tikrit,Salah al-Din,34.60299367,43.67718863,0.187,0,18.1,2,15-Aug-17,Ninewa
Qadisya 2 500 Area,Tikrit,Salah al-Din,34.65833909,43.65228759,0.176,0.073,25.5,2,15-Aug-17,Ninewa
Al Mahzam village,Tikrit,Salah al-Din,34.72576421,43.63827766,0.175,0.048,23.6,9,15-Aug-17,Ninewa
Hay Alarbaen,Tikrit,Salah al-Din,34.5934169,43.67752931,0.174,0.282,12.1,3,15-Aug-17,Ninewa
Hay Aljamiyaa,Tikrit,Salah al-Din,34.595911,43.67360203,0.161,0,10.6,2,15-Aug-17,Ninewa
Hay AL Suqour,Tikrit,Salah al-Din,34.70311367,43.6120917,0.154,0,29.3,6,15-Aug-17,Ninewa
Hay Al Zuhour-422,Tikrit,Salah al-Din,34.5875201,43.6731814,0.138,0,12,3,15-Aug-17,Ninewa
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.129,0,13.3,2,15-Aug-17,Ninewa
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.126,0.145,28.2,3,15-Aug-17,Ninewa
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0.112,0,30,1,15-Aug-17,Ninewa
Hay Aldiuom,Tikrit,Salah al-Din,34.60058227,43.65346668,0.097,0,12,7,15-Aug-17,Ninewa
Hay Alfirdous,Tikrit,Salah al-Din,34.58980145,43.66485212,0.084,0,10.6,9,15-Aug-17,Ninewa
Al-ghadeer complex,Al-Hamdaniya,Ninewa,36.350965,43.343227,0.065,0.282,12.1,6,15-Aug-17,Qadissiya
Bashbita Village,Al-Hamdaniya,Ninewa,36.334273,43.356609,0.062,0.146,28.2,50,15-Aug-17,Qadissiya
Khazna Tappa,Al-Hamdaniya,Ninewa,36.363317,43.358154,0.045,0.186,16.4,45,15-Aug-17,Qadissiya
Mnara Shabak Village,Al-Hamdaniya,Ninewa,36.314426,43.330172,0.038,0,29.6,29,15-Aug-17,Qadissiya
Omar Kan Village,Al-Hamdaniya,Ninewa,36.193099,43.341919,0.03,0,12,4,15-Aug-17,Qadissiya
Qretakh Village,Al-Hamdaniya,Ninewa,36.169773,43.482877,0.021,0,16.4,15,15-Aug-17,Qadissiya
Jlewkhan village,Al-Hamdaniya,Ninewa,36.288059,43.24271,0.138,0,12,2,15-Aug-17,Qadissiya
Ali Rash Village,Al-Hamdaniya,Ninewa,36.2873,43.2946,0.129,0,13.3,82,15-Aug-17,Qadissiya
Tiba complex,Al-Hamdaniya,Ninewa,36.34904,43.3529,0.126,0.145,28.2,18,15-Aug-17,Qadissiya
Al-Salamiyah Village,Al-Hamdaniya,Ninewa,36.143468,43.313339,0.112,0,30,8,15-Aug-17,Qadissiya
Bartalla center,Al-Hamdaniya,Ninewa,36.353862,43.37859,0.097,0,12,1,15-Aug-17,Qadissiya
Tilyarah Village,Mosul,Ninewa,36.4462,43.2541,0.084,0,10.6,1,15-Aug-17,Qadissiya
Tes Kharab Kabeer Village,Mosul,Ninewa,36.40884,43.380549,0.065,0.282,12.1,3,15-Aug-17,Qadissiya
Tes Kharab Sagher Village,Mosul,Ninewa,36.399686,43.379949,0.461,0,29.6,25,15-Aug-17,Qadissiya
Tobzawa Village,Mosul,Ninewa,36.3861,43.3522,0.448,0,23.5,2,15-Aug-17,Qadissiya
Baawiza,Tilkaif,Ninewa,36.430375,43.157959,0.442,0.134,25.5,25,15-Aug-17,Qadissiya
Muallimeen-2,Falluja,Anbar,33.36381,43.78028,0.468,0.339,23.6,80,15-Aug-17,Salahal Din
Al Khansaa,Haditha,Anbar,34.084608,42.352734,0.462,0.184,29.3,53,15-Aug-17,Salahal Din
Haqlaniyah-Al shuhadaa,Haditha,Anbar,34.086067,42.362759,0.16,23.6,10,100,15-Aug-17,Salahal Din
Hay Al Askary,Haditha,Anbar,34.129339,42.373987,0.096,18.1,25,75,15-Aug-17,Salahal Din
The first jamaiya,Heet,Anbar,33.63193,42.83962,0.119,34.3,60,60,15-Aug-17,Salahal Din
Al Katanah,Ramadi,Anbar,33.42931,43.306041,0.194,34.3,39,90,15-Aug-17,Salahal Din
Al-Hood Village,Mosul,Ninewa,35.85227706,43.29696134,0,12.1,50,7,15-Aug-17,Salahal Din
AL Jawana,Mosul,Ninewa,35.772404,43.284631,0.102,24,10,9,15-Aug-17,Salahal Din
Al-Jmesa Village,Mosul,Ninewa,35.661461,43.23523,0.301,34.3,64,400,15-Aug-17,Salahal Din
Al-Khadhra area,Al-Daur,Salah al-Din,34.47699758,43.79074065,0.301,34.3,32,153,15-Aug-17,Salahal Din
Al Asriyah village,Al-Daur,Salah al-Din,34.46089339,43.84258054,0.208,25.7,40,66,15-Aug-17,Salahal Din
Al Mujammaa Al Sakani,Al-Daur,Salah al-Din,34.40730847,43.79371673,0.468,0.339,23.6,822,15-Aug-17,Salahal Din
Hay Abu Dalaf,Al-Daur,Salah al-Din,34.45569217,43.79793786,0.462,0.184,29.3,531,15-Aug-17,Salahal Din
Hay Al Aboor,Al-Daur,Salah al-Din,34.46474689,43.79123451,0.16,23.6,10,185,15-Aug-17,Salahal Din
Hay Al Askri,Al-Daur,Salah al-Din,34.46264848,43.7951005,0.096,18.1,25,100,15-Aug-17,Salahal Din
Hay Al Mahad,Al-Daur,Salah al-Din,34.45656032,43.80564753,0.119,34.3,60,213,15-Aug-17,Salahal Din
Hay Al Sharqiyah,Al-Daur,Salah al-Din,34.45350793,43.79186232,0.285,0,29.6,225,15-Aug-17,Salahal Din
Hay Tal Al Banat,Al-Daur,Salah al-Din,34.44623168,43.79742145,0.275,0.058,12,379,15-Aug-17,Salahal Din
Hay Al Qadisiah,Al-Daur,Salah al-Din,34.47331315,43.79128573,0.269,0.29,23.6,194,15-Aug-17,Salahal Din
Al Fajir village(Al Tasni),Al-Shirqat,Salah al-Din,35.440358,43.219168,0.263,0,10.6,98,15-Aug-17,Salahal Din
Al Khasim Al-Jaded village-Al qlisat,Al-Shirqat,Salah al-Din,35.474213,43.23914,0.263,0,10.5,85,15-Aug-17,Salahal Din
Hay Al Jumiala,Al-Shirqat,Salah al-Din,35.49850018,43.23707543,0.119,34.3,60,549,15-Aug-17,Salahal Din
Al Khadraniyah,Al-Shirqat,Salah al-Din,35.610806,43.245242,0.285,0,29.6,111,15-Aug-17,Salahal Din
Al Khanuga village,Al-Shirqat,Salah al-Din,35.392522,43.259435,0.275,0.058,12,88,15-Aug-17,Salahal Din
Baaja,Al-Shirqat,Salah al-Din,35.538307,43.224873,0.269,0.29,23.6,117,15-Aug-17,Salahal Din
Hay Al Askari,Al-Shirqat,Salah al-Din,35.5130672,43.23901244,0.263,0,10.6,339,15-Aug-17,Salahal Din
Hay Al Qasbah,Al-Shirqat,Salah al-Din,35.52042716,43.2369996,0.292,0,13.3,125,15-Aug-17,Salahal Din
Huriyah al jazerah-Al-Aboud,Al-Shirqat,Salah al-Din,35.56136462,43.22312763,0.288,0,9.7,165,15-Aug-17,Salahal Din
Qaryat Al Sabkha,Al-Shirqat,Salah al-Din,35.468225,43.244653,0.285,0,29.6,189,15-Aug-17,Salahal Din
Tal Al Jumiala area,Al-Shirqat,Salah al-Din,35.51099936,43.2354059,0.275,0.058,12,484,15-Aug-17,Salahal Din
Al-Horya Al-Qadema village,Al-Shirqat,Salah al-Din,35.5881028,43.24088111,0.531,0.451,29.3,110,15-Aug-17,Salahal Din
Al-Qalaa Village,Al-Shirqat,Salah al-Din,35.46146289,43.25200723,0.525,0.045,24,44,15-Aug-17,Salahal Din
Hay Al-Khasim Al-Qadem village,Al-Shirqat,Salah al-Din,35.48115044,43.2428438,0.524,0.16,18.1,325,15-Aug-17,Salahal Din
Al-Qudus,Al-Shirqat,Salah al-Din,35.53707426,43.22870509,0.519,0,37.8,88,15-Aug-17,Salahal Din
Al-Swedan Village,Al-Shirqat,Salah al-Din,35.62239591,43.24068981,0.518,0,23.5,178,15-Aug-17,Salahal Din
Hay Al-Baladyat,Al-Shirqat,Salah al-Din,35.53498094,43.2234279,0.511,0.203,26.4,188,15-Aug-17,Salahal Din
Hay Tal Baajah,Al-Shirqat,Salah al-Din,35.52287584,43.22930364,0.508,0.218,26.4,195,15-Aug-17,Salahal Din
Al-Ayitha Village,Al-Shirqat,Salah al-Din,35.63072386,43.22592306,0.508,0,29.6,174,15-Aug-17,Salahal Din
Al-Musehly Village,Al-Shirqat,Salah al-Din,35.40670733,43.21332768,0.508,0.146,22.2,79,15-Aug-17,Salahal Din
Hay Al-noor,Al-Shirqat,Salah al-Din,35.49564536,43.24144187,0.493,0.105,13.3,119,15-Aug-17,Salahal Din
Al-Jafr Al-Har village,Al-Shirqat,Salah al-Din,35.341249,43.27221,0.492,0,29.1,70,15-Aug-17,Salahal Din
Qaryat Al Sareen,Baiji,Salah al-Din,34.872193,43.520938,0.49,0.301,34.3,200,15-Aug-17,Salahal Din
Albu Tuama Village,Baiji,Salah al-Din,34.8201873,43.5295816,0.483,0.146,22.2,140,15-Aug-17,Salahal Din
Al Hamra village,Baiji,Salah al-Din,34.75922381,43.601933,0.483,0.192,25.7,31,15-Aug-17,Salahal Din
Al Hejaj Village-13,Baiji,Salah al-Din,34.84794823,43.51412586,0.478,0,23.5,3,15-Aug-17,Salahal Din
Al Mazraa Village,Baiji,Salah al-Din,34.886529,43.489977,0.477,0.068,29.9,260,15-Aug-17,Salahal Din
Al Bije Wa Hawijat Al Bije,Baiji,Salah al-Din,34.904136,43.52714,0.477,0.271,34.3,300,15-Aug-17,Salahal Din
Markaz Baiji,Baiji,Salah al-Din,34.92916667,43.49305556,0.474,0.203,26.4,537,15-Aug-17,Salahal Din
Albu Jewari,Balad,Salah al-Din,34.05807534,44.21782195,0.47,0.216,29.2,200,15-Aug-17,Salahal Din
Al-Duloeyah-Hay khazraj,Balad,Salah al-Din,34.04660942,44.21995147,0.468,0.339,23.6,100,15-Aug-17,Salahal Din
Beshakan village,Balad,Salah al-Din,34.02670949,44.28184378,0.462,0.184,29.3,300,15-Aug-17,Salahal Din
Al-Juboor Village,Balad,Salah al-Din,34.0233559,44.212505,0.461,0,29.6,113,15-Aug-17,Salahal Din
Yathrib sub distrct ,Balad,Salah al-Din,34.028012,44.242782,0.448,0,23.5,1753,15-Aug-17,Salahal Din
Al_Farhateya village,Balad,Salah al-Din,34.004273,44.016961,0.442,0.134,25.5,143,15-Aug-17,Salahal Din
Bezna Village,Al-Fares,Salah al-Din,33.90924349,44.18353061,0.441,0,10.5,413,15-Aug-17,Salahal Din
Albo Fadaus Village,Al-Fares,Salah al-Din,33.889832,44.355067,0.435,0.203,26.4,450,15-Aug-17,Salahal Din
Al Sayoya-Mahala 1,Samarra,Salah al-Din,34.07836424,44.0544002,0.435,0.047,32,276,15-Aug-17,Salahal Din
